Policy_ID,Latitude,Longitude,Line_of_Business,Construction_Type,Replacement_Cost_Value,HAZ_CLASS
POL-00793,34.423565321569754,-117.95898253607449,Commercial,Masonry,169992,Very High
POL-00794,35.995437137369805,-116.33115779850516,Commercial,Steel Frame,558127,Low_or_Unzoned
POL-00795,35.40324004715704,-120.23351157488044,Residential,Wood Frame,291227,Low_or_Unzoned
POL-00796,35.99894053981506,-120.10130193967436,Residential,Wood Frame,1013619,Low_or_Unzoned
POL-00797,36.76180099406815,-119.06864221757974,Residential,Masonry,901706,Low_or_Unzoned
POL-00798,39.359673912926,-123.61576338264047,Residential,Masonry,2085513,Low_or_Unzoned
POL-00799,36.419907488061924,-118.34901186073994,Residential,Masonry,724373,Low_or_Unzoned
POL-00800,39.10837239171966,-123.35043515627557,Commercial,Steel Frame,819575,Low_or_Unzoned
POL-00801,38.386098705868484,-122.66475762722466,Residential,Wood Frame,1656271,Low_or_Unzoned
POL-00802,35.8771835991929,-117.69568166042025,Residential,Masonry,327050,Low_or_Unzoned
POL-00803,40.0448746471323,-121.92272814334123,Commercial,Wood Frame,164290,Low_or_Unzoned
POL-00804,33.38341107831975,-116.96560548219037,Commercial,Wood Frame,634171,Low_or_Unzoned
POL-00805,33.1161091475882,-115.12907451350388,Commercial,Wood Frame,173146,Low_or_Unzoned
POL-00806,37.83410358561547,-121.02539495930795,Commercial,Masonry,3848334,Low_or_Unzoned
POL-00807,37.82627089695362,-121.89298146387611,Residential,Steel Frame,1731326,Low_or_Unzoned
POL-00808,38.92644540365044,-120.41140731349783,Commercial,Wood Frame,3051613,Low_or_Unzoned
POL-00809,35.06329684121803,-117.31038577924946,Commercial,Wood Frame,568045,Low_or_Unzoned
POL-00810,40.33796939671059,-122.27314700648753,Residential,Masonry,839413,Low_or_Unzoned
POL-00811,37.23342898150281,-121.99052435777871,Residential,Masonry,374152,Low_or_Unzoned
POL-00812,39.95652128255894,-124.2936594311581,Residential,Steel Frame,1095082,Low_or_Unzoned
POL-00813,37.41405603619529,-120.91351093616854,Commercial,Wood Frame,204345,High
POL-00814,36.68189048057716,-120.94567776603253,Residential,Wood Frame,70652,High
POL-00815,35.61783115928846,-117.35736777253108,Residential,Wood Frame,287055,Low_or_Unzoned
POL-00816,41.984301358233026,-124.02896414490897,Residential,Wood Frame,168656,Low_or_Unzoned
POL-00817,38.60436939558432,-121.25636391014045,Residential,Wood Frame,1762671,Low_or_Unzoned
POL-00818,36.501856506293684,-120.62838586755612,Residential,Wood Frame,2309500,High
POL-00819,40.478121713538364,-120.23214146150325,Residential,Wood Frame,175897,Low_or_Unzoned
POL-00820,37.93278657665827,-119.41928872207528,Commercial,Wood Frame,1518710,Low_or_Unzoned
POL-00821,34.252524404769574,-114.96850694167313,Residential,Steel Frame,1156730,Low_or_Unzoned
POL-00822,32.748868731054614,-115.83188416403564,Residential,Wood Frame,153918,Low_or_Unzoned
POL-00823,32.72982175696787,-116.191237499717,Residential,Wood Frame,395452,Low_or_Unzoned
POL-00824,40.40112191491985,-122.39043093330201,Residential,Masonry,339717,Low_or_Unzoned
POL-00825,35.094172694741715,-116.04624830807602,Residential,Masonry,983031,Low_or_Unzoned
POL-00826,34.26796346953964,-117.72592412534051,Residential,Masonry,202192,Very High
POL-00827,40.12511144305925,-124.32182414218761,Residential,Masonry,499269,Low_or_Unzoned
POL-00828,36.6500816748442,-117.50755475615513,Residential,Masonry,312154,Low_or_Unzoned
POL-00829,34.00962759285886,-118.80883936596288,Residential,Masonry,789119,Very High
POL-00830,38.29713892003759,-119.67458873619202,Residential,Masonry,454324,Low_or_Unzoned
POL-00831,39.638063317275936,-123.74176155398052,Residential,Masonry,352146,Low_or_Unzoned
POL-00832,33.155101155386,-116.46593707645673,Residential,Wood Frame,455596,Low_or_Unzoned
POL-00833,34.98620399549111,-117.69330198218287,Residential,Wood Frame,2754741,Very High
POL-00834,34.87068889857031,-118.06227948977296,Commercial,Masonry,387116,Very High
POL-00835,36.77252850328013,-119.05716263497914,Commercial,Wood Frame,234965,Low_or_Unzoned
POL-00836,39.87875029107422,-123.73456625534762,Residential,Steel Frame,861772,Low_or_Unzoned
POL-00837,33.12097849686166,-117.91825450364179,Residential,Wood Frame,481749,Low_or_Unzoned
POL-00838,37.13192633989715,-121.8414114763655,Residential,Wood Frame,174174,Low_or_Unzoned
POL-00839,32.81932920174118,-116.06121875528832,Residential,Steel Frame,3220982,Low_or_Unzoned
POL-00840,33.09520543282587,-115.912868227555,Commercial,Wood Frame,407589,Low_or_Unzoned
POL-00841,37.557996481614566,-119.72295276285877,Commercial,Steel Frame,399394,High
POL-00842,41.65224712502873,-120.1111671021774,Commercial,Steel Frame,614072,Low_or_Unzoned
POL-00843,41.82232235972384,-123.14652285672827,Commercial,Masonry,2156707,Low_or_Unzoned
POL-00844,34.93703559322035,-116.94003357241182,Commercial,Wood Frame,140956,Low_or_Unzoned
POL-00845,38.714658714003704,-123.43776099406242,Residential,Masonry,673867,Low_or_Unzoned
POL-00846,34.38192751121753,-117.95705253564783,Residential,Masonry,2869986,Very High
POL-00847,37.87063741843029,-120.76129335924898,Commercial,Masonry,598979,High
POL-00848,41.7340506314996,-122.04625028733368,Residential,Masonry,201135,Low_or_Unzoned
POL-00849,33.58390995643537,-117.00656702732239,Residential,Steel Frame,329483,Low_or_Unzoned
POL-00850,33.93684487298188,-115.32638063711214,Residential,Masonry,637625,Low_or_Unzoned
POL-00851,34.884183282732835,-115.40074526974722,Commercial,Steel Frame,1566952,Low_or_Unzoned
POL-00852,37.47221365805648,-120.01081051872302,Residential,Wood Frame,411898,High
POL-00853,33.27639078459439,-114.67028806371454,Residential,Wood Frame,1046876,Low_or_Unzoned
POL-00854,36.853856094522236,-119.10806239921142,Commercial,Wood Frame,171391,Low_or_Unzoned
POL-00855,34.07485813155112,-118.87526581021169,Commercial,Wood Frame,170250,Very High
POL-00856,41.48413239650268,-120.36099980670096,Commercial,Masonry,367235,Low_or_Unzoned
POL-00857,36.891807829505765,-119.54502363907251,Residential,Wood Frame,1707298,High
POL-00858,36.41177264505283,-119.3517188611968,Residential,Steel Frame,570974,Low_or_Unzoned
POL-00859,37.36877516331815,-121.0003514713595,Commercial,Wood Frame,681361,Low_or_Unzoned
POL-00860,36.8627788371711,-118.48588864776036,Residential,Wood Frame,674997,Low_or_Unzoned
POL-00861,34.41295593029176,-119.39193095980956,Residential,Wood Frame,1312397,Low_or_Unzoned
POL-00862,37.4341656652874,-121.29645328839497,Residential,Wood Frame,331646,Low_or_Unzoned
POL-00863,40.85602762203953,-121.27557869471738,Residential,Wood Frame,937177,Low_or_Unzoned
POL-00864,40.77049503793707,-124.13082787215247,Residential,Wood Frame,277977,Low_or_Unzoned
POL-00865,36.78677376971939,-118.78685944863558,Residential,Masonry,2640867,Low_or_Unzoned
POL-00866,39.834118524944905,-120.75613132764266,Residential,Wood Frame,284841,Low_or_Unzoned
POL-00867,36.90734807971716,-120.53784098908173,Commercial,Wood Frame,266755,High
POL-00868,41.137591955684826,-121.78861846077018,Residential,Masonry,838806,Low_or_Unzoned
POL-00869,37.61766708055079,-121.94359603729902,Residential,Wood Frame,575981,Low_or_Unzoned
POL-00870,37.229218826325756,-119.69347156660659,Residential,Wood Frame,701854,High
POL-00871,33.50200014958799,-116.52503843847208,Residential,Wood Frame,648132,Low_or_Unzoned
POL-00872,38.73941099488079,-122.33712406602103,Commercial,Wood Frame,225863,Low_or_Unzoned
POL-00873,39.86831258379061,-120.10120373116857,Residential,Masonry,1964379,Low_or_Unzoned
POL-00874,37.47163149635004,-118.5807604348233,Commercial,Wood Frame,1104423,Low_or_Unzoned
POL-00875,40.080184516351,-122.41893794257248,Residential,Masonry,1602635,Low_or_Unzoned
POL-00876,41.19335564986691,-120.79844296634457,Residential,Steel Frame,354100,Low_or_Unzoned
POL-00877,40.035982829163416,-123.17031018205707,Residential,Wood Frame,754053,Low_or_Unzoned
POL-00878,41.10836092027478,-123.63964639009947,Residential,Steel Frame,632790,Low_or_Unzoned
POL-00879,34.25013597276125,-114.80549677935367,Residential,Wood Frame,1332279,Low_or_Unzoned
POL-00880,38.71577924708714,-121.66770410832545,Residential,Wood Frame,1367094,Low_or_Unzoned
POL-00881,33.94499069061159,-117.12481342865371,Residential,Wood Frame,630608,Low_or_Unzoned
POL-00882,36.68307247449931,-117.581531030964,Commercial,Wood Frame,160434,Low_or_Unzoned
POL-00883,40.134233586694585,-123.95375057219081,Commercial,Masonry,2243907,Low_or_Unzoned
POL-00884,41.68770284496212,-124.45885706301353,Residential,Wood Frame,843057,Low_or_Unzoned
POL-00885,40.87831370389412,-122.9117250131419,Residential,Masonry,332119,Low_or_Unzoned
POL-00886,36.56115203524584,-121.51091524211213,Residential,Masonry,748056,Low_or_Unzoned
POL-00887,32.619771439769714,-116.55874398170691,Commercial,Wood Frame,161316,Low_or_Unzoned
POL-00888,37.81767899456463,-118.8335512165169,Residential,Masonry,1257055,Low_or_Unzoned
POL-00889,40.95745150366912,-123.42551211489234,Residential,Steel Frame,166546,Low_or_Unzoned
POL-00890,34.28041346892703,-117.80727394730317,Residential,Wood Frame,452857,Very High
POL-00891,37.637540672362675,-120.70250612645205,Residential,Wood Frame,657081,High
POL-00892,39.24730658692146,-123.36179608647547,Residential,Wood Frame,1240557,Low_or_Unzoned
POL-00893,40.30555052824948,-122.73475997522388,Residential,Wood Frame,588443,Low_or_Unzoned
POL-00894,36.863019373145534,-119.12126407929927,Commercial,Wood Frame,898040,Low_or_Unzoned
POL-00895,35.899083520591695,-119.38256451682693,Commercial,Wood Frame,528324,Low_or_Unzoned
POL-00896,37.19501824887785,-117.93653869679144,Residential,Masonry,526628,Low_or_Unzoned
POL-00897,35.68447645002329,-118.41239986149397,Residential,Masonry,578608,Low_or_Unzoned
POL-00898,34.150735134789564,-118.8277186988245,Residential,Wood Frame,464517,Very High
POL-00899,40.34679302072678,-123.83947150181075,Commercial,Wood Frame,140188,Low_or_Unzoned
POL-00900,33.84873390272944,-116.69479459651487,Commercial,Wood Frame,292243,Low_or_Unzoned
POL-00901,35.805443410030584,-116.90503180806338,Residential,Wood Frame,657250,Low_or_Unzoned
POL-00902,38.6859020563759,-122.87474663411582,Residential,Wood Frame,442724,Low_or_Unzoned
POL-00903,38.3988213910451,-121.33765633652773,Residential,Steel Frame,477038,Low_or_Unzoned
POL-00904,40.49375175430522,-120.590775464983,Residential,Wood Frame,417198,Low_or_Unzoned
POL-00905,36.977228090282566,-121.8260304581554,Residential,Wood Frame,270796,Low_or_Unzoned
POL-00906,38.5243503138095,-120.22221724577581,Commercial,Wood Frame,364222,Low_or_Unzoned
POL-00907,33.16159090754285,-117.92866745268506,Residential,Masonry,422749,Low_or_Unzoned
POL-00908,34.65820579172339,-119.12464437783976,Residential,Masonry,542592,Low_or_Unzoned
POL-00909,35.1531228403169,-118.60325766902196,Commercial,Wood Frame,740219,Low_or_Unzoned
POL-00910,38.607378145557725,-122.70645608378479,Residential,Wood Frame,467689,Low_or_Unzoned
POL-00911,39.094430448343395,-122.42425181729789,Commercial,Wood Frame,237109,Low_or_Unzoned
POL-00912,37.370220154878005,-121.15241810983345,Residential,Wood Frame,176580,Low_or_Unzoned
POL-00913,35.40045142861895,-118.26828763387056,Commercial,Steel Frame,4316475,Low_or_Unzoned
POL-00914,39.777615377085375,-121.37925180462649,Residential,Masonry,218851,Low_or_Unzoned
POL-00915,39.99024976090634,-123.0759205319232,Residential,Masonry,356860,Low_or_Unzoned
POL-00916,38.817356583021954,-122.97089920959306,Residential,Wood Frame,817168,Low_or_Unzoned
POL-00917,34.972725146877025,-117.17696801900948,Residential,Wood Frame,721212,Low_or_Unzoned
POL-00918,33.55439995752807,-117.23476268570079,Residential,Masonry,819699,Low_or_Unzoned
POL-00919,37.69315809178399,-122.3022862037408,Commercial,Wood Frame,379202,Low_or_Unzoned
POL-00920,39.52908914728584,-123.55060073318757,Commercial,Steel Frame,653989,Low_or_Unzoned
POL-00921,40.654245929591646,-120.959268850734,Residential,Wood Frame,567544,Low_or_Unzoned
POL-00922,35.27607318938803,-120.2762656563228,Residential,Wood Frame,420960,Low_or_Unzoned
POL-00923,41.152316535617196,-123.9621448877547,Commercial,Masonry,657584,Low_or_Unzoned
POL-00924,40.146614379993665,-123.20515584370943,Commercial,Wood Frame,1257067,Low_or_Unzoned
POL-00925,41.64669839220325,-120.81754722608312,Residential,Wood Frame,530852,Low_or_Unzoned
POL-00926,35.395135406168265,-116.06670962785633,Commercial,Wood Frame,533685,Low_or_Unzoned
POL-00927,40.37924931615905,-122.88916473491457,Residential,Masonry,1270001,Low_or_Unzoned
POL-00928,40.79116147587821,-120.57979180916577,Residential,Wood Frame,1165998,Low_or_Unzoned
POL-00929,36.953295671912805,-117.90383073052304,Residential,Wood Frame,1918682,Low_or_Unzoned
POL-00930,35.32375917323186,-116.30283821577744,Commercial,Masonry,132589,Low_or_Unzoned
POL-00931,35.34923155931635,-120.40249522936806,Residential,Wood Frame,1114699,Low_or_Unzoned
POL-00932,32.95735694179436,-114.9309109297277,Residential,Steel Frame,874374,Low_or_Unzoned
POL-00933,40.59650680671622,-122.66776589282146,Residential,Wood Frame,266060,Low_or_Unzoned
POL-00934,38.84414449065086,-120.52361476639783,Residential,Masonry,660842,Low_or_Unzoned
POL-00935,34.260636705522785,-117.66739396449509,Residential,Wood Frame,1252807,Very High
POL-00936,33.250207040812874,-115.39837440027087,Residential,Masonry,278360,Low_or_Unzoned
POL-00937,34.77534661414061,-115.1132828966437,Residential,Masonry,769926,Low_or_Unzoned
POL-00938,37.4537340459141,-118.12947987931496,Residential,Steel Frame,1084991,Low_or_Unzoned
POL-00939,41.14145478464763,-122.67323730502106,Commercial,Wood Frame,229391,Low_or_Unzoned
POL-00940,38.85740249791174,-120.9564910200138,Residential,Wood Frame,482227,Low_or_Unzoned
POL-00941,40.378224593509174,-124.3101485318403,Commercial,Masonry,687470,Low_or_Unzoned
POL-00942,40.85029955268154,-120.29653638168703,Residential,Wood Frame,285813,Low_or_Unzoned
POL-00943,37.93183734445906,-118.7262923278598,Residential,Wood Frame,267447,Low_or_Unzoned
POL-00944,36.589060398049405,-117.53335137614854,Residential,Steel Frame,485029,Low_or_Unzoned
POL-00945,39.851856729436484,-123.23494086439608,Residential,Wood Frame,1026136,Low_or_Unzoned
POL-00946,40.978971254571036,-122.85556544362717,Residential,Steel Frame,904363,Low_or_Unzoned
POL-00947,39.17502084431241,-123.47754434436595,Commercial,Wood Frame,271269,Low_or_Unzoned
POL-00948,39.56414220367732,-121.81550465501594,Commercial,Masonry,910486,Low_or_Unzoned
POL-00949,37.30952756520443,-120.67205251104143,Residential,Wood Frame,276854,High
POL-00950,34.91672001799755,-115.8178876046797,Residential,Wood Frame,149024,Low_or_Unzoned
POL-00951,35.937604385448815,-118.5921180595212,Commercial,Steel Frame,402836,Low_or_Unzoned
POL-00952,32.933663082272645,-117.00712265423356,Residential,Wood Frame,1326925,Low_or_Unzoned
POL-00953,35.1297359240174,-118.52746626744434,Residential,Masonry,913253,Low_or_Unzoned
POL-00954,35.647796567478984,-119.96277951357975,Commercial,Masonry,539685,Low_or_Unzoned
POL-00955,34.36292827101473,-119.75174144893197,Commercial,Wood Frame,387176,Low_or_Unzoned
POL-00956,38.3024106752198,-123.00075081498721,Residential,Steel Frame,395612,Low_or_Unzoned
POL-00957,35.16649054740176,-120.41093585918443,Residential,Wood Frame,589498,Low_or_Unzoned
POL-00958,34.46642949516505,-114.50712473289936,Residential,Masonry,229865,Low_or_Unzoned
POL-00959,37.4074399702368,-121.14293108193154,Commercial,Wood Frame,409017,Low_or_Unzoned
POL-00960,32.552305092024,-115.38496932139584,Commercial,Masonry,454768,Low_or_Unzoned
POL-00961,32.57280831016764,-115.24686784234015,Residential,Masonry,183347,Low_or_Unzoned
POL-00962,33.52624466424157,-116.89214195383241,Commercial,Wood Frame,276299,Low_or_Unzoned
POL-00963,37.93446211200836,-119.85212409326545,Commercial,Masonry,750432,High
POL-00964,37.37034339658596,-119.40469920540248,Residential,Wood Frame,544492,Low_or_Unzoned
POL-00965,35.28814382047715,-116.33195122914036,Commercial,Wood Frame,422097,Low_or_Unzoned
POL-00966,41.35166033461176,-120.4851850238529,Residential,Wood Frame,260630,Low_or_Unzoned
POL-00967,36.271642891753324,-119.8471628741094,Residential,Wood Frame,1907835,Low_or_Unzoned
POL-00968,38.36213190311911,-120.64292458958856,Residential,Wood Frame,276403,Low_or_Unzoned
POL-00969,37.32041341781918,-120.70143272481306,Commercial,Wood Frame,660844,High
POL-00970,39.17145827730081,-121.67088581381162,Residential,Wood Frame,365749,Low_or_Unzoned
POL-00971,41.93175997049117,-121.58601054852488,Residential,Wood Frame,556277,Low_or_Unzoned
POL-00972,33.749146639030826,-114.69916216625373,Commercial,Wood Frame,779250,Low_or_Unzoned
POL-00973,35.10994949243543,-116.90288698002357,Residential,Masonry,180555,Low_or_Unzoned
POL-00974,36.24847271817764,-118.43953989965526,Commercial,Masonry,537512,Low_or_Unzoned
POL-00975,36.5073676961189,-117.69893942858357,Residential,Wood Frame,1400840,Low_or_Unzoned
POL-00976,35.43904081969643,-120.72604981827642,Residential,Masonry,2211544,Low_or_Unzoned
POL-00977,40.3260086501023,-123.64452407401411,Residential,Masonry,486985,Low_or_Unzoned
POL-00978,41.57307485910739,-122.46993804707346,Commercial,Masonry,558687,Low_or_Unzoned
POL-00979,38.545813016742365,-119.59982686377593,Residential,Wood Frame,3169443,Low_or_Unzoned
POL-00980,33.065484653303834,-116.96959480600904,Residential,Wood Frame,1339677,Low_or_Unzoned
POL-00981,36.14646938892731,-116.68011731788582,Commercial,Masonry,329777,Low_or_Unzoned
POL-00982,36.480004006781016,-121.49406144782462,Residential,Masonry,329329,Low_or_Unzoned
POL-00983,39.63619145417997,-121.90163869705196,Commercial,Wood Frame,1161519,Low_or_Unzoned
POL-00984,33.17457281306593,-117.72500473219002,Commercial,Wood Frame,240667,Low_or_Unzoned
POL-00985,33.26171013377808,-117.66479667520528,Residential,Masonry,1290036,Low_or_Unzoned
POL-00986,41.44639426037979,-120.11406004678375,Residential,Masonry,706049,Low_or_Unzoned
POL-00987,38.94736458838936,-121.62650295832469,Residential,Masonry,817639,Low_or_Unzoned
POL-00988,32.59624624826356,-117.04776060958929,Residential,Wood Frame,440036,Low_or_Unzoned
POL-00989,33.85030267603785,-117.4270967640347,Commercial,Wood Frame,326485,Low_or_Unzoned
POL-00990,36.50932547121257,-119.60988143449127,Commercial,Wood Frame,1740345,High
POL-00991,37.11700469107723,-119.56705462478884,Residential,Wood Frame,443569,High
